"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"1968"	"1968"	"Other parts of nervous system, specified as secondary"	"198.4"	43	199533564	0.0
	"1968"	"1968"	"Bone, specified as secondary"	"198.5"	352	199533564	0.2
	"1968"	"1968"	"Other sites, specified as secondary"	"198.9"	1342	199533564	0.7
	"1968"	"1968"	"Multiple"	"199.0"	8507	199533564	4.3
	"1968"	"1968"	"Other"	"199.1"	1236	199533564	0.6
	"1968"	"1968"	"Reticulum-cell sarcoma"	"200.0"	2495	199533564	1.3
	"1968"	"1968"	"Lymphosarcoma"	"200.1"	4306	199533564	2.2
	"1968"	"1968"	"Hodgkin's disease"	"201"	3353	199533564	1.7
	"1968"	"1968"	"Giant follicular lymphoma"	"202.0"	126	199533564	0.1
	"1968"	"1968"	"Mycosis fungoides"	"202.1"	100	199533564	0.1
	"1968"	"1968"	"Other primary malignant neoplasms of lymphoid tissue"	"202.2"	2220	199533564	1.1
	"1968"	"1968"	"Other forms of lymphoma"	"202.9"	4	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Multiple myeloma"	"203"	4088	199533564	2.0
	"1968"	"1968"	"Acute"	"204.0"	1842	199533564	0.9
	"1968"	"1968"	"Chronic"	"204.1"	2177	199533564	1.1
	"1968"	"1968"	"Unspecified"	"204.9"	988	199533564	0.5
	"1968"	"1968"	"Acute"	"205.0"	3126	199533564	1.6
	"1968"	"1968"	"Chronic"	"205.1"	1519	199533564	0.8
	"1968"	"1968"	"Unspecified"	"205.9"	770	199533564	0.4
	"1968"	"1968"	"Acute"	"206.0"	533	199533564	0.3
	"1968"	"1968"	"Chronic"	"206.1"	17	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Unspecified"	"206.9"	170	199533564	0.1
	"1968"	"1968"	"Leukemia, acute"	"207.0"	1847	199533564	0.9
	"1968"	"1968"	"Leukemia, chronic"	"207.1"	120	199533564	0.1
	"1968"	"1968"	"Acute erythremia"	"207.2"	146	199533564	0.1
	"1968"	"1968"	"Leukemia, unspecified"	"207.9"	1120	199533564	0.6
	"1968"	"1968"	"Polycythemia vera"	"208"	506	199533564	0.3
	"1968"	"1968"	"Myelofibrosis"	"209"	576	199533564	0.3
	"1968"	"1968"	"Tongue"	"210.1"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Salivary gland"	"210.2"	6	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other and unspecified parts of mouth"	"210.4"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Pharynx unspecified"	"210.9"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Esophagus"	"211.0"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Stomach"	"211.1"	33	199533564	0.0
	"1968"	"1968"	"Small intestine"	"211.2"	28	199533564	0.0
	"1968"	"1968"	"Large intestine, except rectum"	"211.3"	100	199533564	0.1
	"1968"	"1968"	"Rectum"	"211.4"	21	199533564	0.0
	"1968"	"1968"	"Liver and biliary passages"	"211.5"	17	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Pancreas"	"211.6"	13	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Peritoneum and retroperitoneal tissue"	"211.7"	4	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Unspecified site"	"211.9"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Nose, nasal cavities, middle ear, and accessory sinuses"	"212.0"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Larynx"	"212.1"	9	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Trachea"	"212.2"	5	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Bronchus and lung"	"212.3"	44	199533564	0.0
	"1968"	"1968"	"Pleura"	"212.4"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Mediastinum"	"212.5"	12	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Unspecified site"	"212.9"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Exostosis"	"213.0"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Osteoma"	"213.1"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Chondroma, enchondroma, myxochondroma"	"213.2"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other and unspecified"	"213.9"	11	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other and unspecified"	"214.9"	9	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other benign neoplasm of muscular and connective tissue"	"215"	50	199533564	0.0
	"1968"	"1968"	"Epidermis"	"216.0"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Sweat glands and sweat ducts"	"216.2"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other"	"216.8"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Unspecified"	"216.9"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Benign neoplasm of breast"	"217"	5	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Uterine fibroma"	"218"	152	199533564	0.1
	"1968"	"1968"	"Papiloma, polyp"	"219.0"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Benign cyst"	"219.1"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other and unspecified"	"219.9"	4	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Teratoma (dermoid) not specified as malignant"	"220.0"	5	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Cystadenoma; benign ovarian cyst"	"220.1"	71	199533564	0.0
	"1968"	"1968"	"Fibroma"	"220.2"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other and unspecified"	"220.9"	4	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Fallopian tube and broad ligament"	"221.0"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Vagina"	"221.1"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Unspecified site"	"221.9"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other specified sites"	"222.8"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Kidney, except pelvis"	"223.0"	4	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Ureter"	"223.2"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Bladder"	"223.3"	10	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Unspecified site"	"223.9"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Brain"	"225.0"	189	199533564	0.1
	"1968"	"1968"	"Cranial nerves (including optic)"	"225.1"	90	199533564	0.0
	"1968"	"1968"	"Cerebral meninges"	"225.2"	309	199533564	0.2
	"1968"	"1968"	"Spinal cord"	"225.3"	14	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Spinal meninges"	"225.4"	6	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Peripheral nerves"	"225.5"	12	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Sympathetic nervous system"	"225.6"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Unspecified site"	"225.9"	139	199533564	0.1
	"1968"	"1968"	"Suprarenal gland"	"226.0"	34	199533564	0.0
	"1968"	"1968"	"Thymus"	"226.1"	20	199533564	0.0
	"1968"	"1968"	"Pituitary gland and craniopharyngeal duct (pouch)"	"226.2"	170	199533564	0.1
	"1968"	"1968"	"Pineal gland"	"226.3"	22	199533564	0.0
	"1968"	"1968"	"Other specified endocrine glands"	"226.8"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Hemangioma (of skin)"	"227.0"	22	199533564	0.0
	"1968"	"1968"	"Hemangioma of other sites"	"227.1"	49	199533564	0.0
	"1968"	"1968"	"Lymphangioma"	"227.2"	41	199533564	0.0
	"1968"	"1968"	"Benign neoplasm of other and unspecified organs and tissues"	"228"	87	199533564	0.0
	"1968"	"1968"	"Esophagus"	"230.0"	18	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Stomach"	"230.1"	48	199533564	0.0
	"1968"	"1968"	"Small intestine"	"230.2"	14	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Large intestine, excluding rectum"	"230.3"	94	199533564	0.0
	"1968"	"1968"	"Rectum"	"230.4"	17	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Liver and biliary passages"	"230.5"	44	199533564	0.0
	"1968"	"1968"	"Pancreas"	"230.6"	45	199533564	0.0
	"1968"	"1968"	"Peritoneum"	"230.7"	31	199533564	0.0
	"1968"	"1968"	"Unspecified site"	"230.9"	17	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Nose, nasal cavities, middle ear, and accessory sinuses"	"231.0"	4	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Larynx"	"231.1"	11	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Trachea"	"231.2"	4	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Bronchus and lung"	"231.3"	251	199533564	0.1
	"1968"	"1968"	"Pleura"	"231.4"	7	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Mediastinum"	"231.5"	67	199533564	0.0
	"1968"	"1968"	"Unspecified site"	"231.9"	6	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Bone and cartilage"	"232.0"	15	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Muscular and connective tissue"	"232.1"	13	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Skin"	"232.2"	6	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Neoplasm of unspecified nature of breast"	"233"	6	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Carcinoma in situ of cervix uteri"	"234.0"	4	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Cervix uteri, other"	"234.1"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other and unspecified part"	"234.9"	10	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Neoplasm of unspecified nature of ovary"	"235"	10	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Vulva"	"236.2"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Testis"	"237.0"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Penis"	"237.1"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Kidney, except pelvis"	"237.3"	49	199533564	0.0
	"1968"	"1968"	"Pelvis of kidney"	"237.4"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Ureter"	"237.5"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Bladder"	"237.6"	46	199533564	0.0
	"1968"	"1968"	"Eye"	"238.0"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Brain"	"238.1"	1911	199533564	1.0
	"1968"	"1968"	"Cranial nerves (including optic nerve)"	"238.2"	5	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Spinal cord"	"238.4"	45	199533564	0.0
	"1968"	"1968"	"Unspecified site"	"238.9"	7	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Buccal cavity and pharynx"	"239.0"	20	199533564	0.0
	"1968"	"1968"	"Endocrine glands"	"239.1"	28	199533564	0.0
	"1968"	"1968"	"Other and unspecified sites"	"239.9"	219	199533564	0.1
	"1968"	"1968"	"Unspecified"	"240.9"	42	199533564	0.0
	"1968"	"1968"	"Unspecified"	"241.9"	18	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Toxic diffuse goiter"	"242.0"	33	199533564	0.0
	"1968"	"1968"	"Toxic nodular goiter"	"242.1"	22	199533564	0.0
	"1968"	"1968"	"Thyrotoxicosis without mention of goiter"	"242.2"	295	199533564	0.1
	"1968"	"1968"	"Cretinism of congenital origin"	"243"	15	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Myxedema"	"244"	334	199533564	0.2
	"1968"	"1968"	"Acute"	"245.0"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Chronic"	"245.1"	8	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Unspecified"	"245.9"	6	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other diseases of thyroid gland"	"246"	28	199533564	0.0
	"1968"	"1968"	"With mention of acidosis or coma"	"250.0"	3848	199533564	1.9
	"1968"	"1968"	"Without mention of acidosis or coma"	"250.9"	34504	199533564	17.3
	"1968"	"1968"	"Disorders of pancreatic internal secretion other than diabetes mellitus"	"251"	172	199533564	0.1
	"1968"	"1968"	"Hyperparathyroidism"	"252.0"	49	199533564	0.0
	"1968"	"1968"	"Hypoparathyroidism"	"252.1"	21	199533564	0.0
	"1968"	"1968"	"Other and unspecified"	"252.9"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Anterior pituitary hyperfunction"	"253.0"	19	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Anterior pituitary hypofunction"	"253.1"	72	199533564	0.0
	"1968"	"1968"	"Chromophobe adenoma, pituitary"	"253.2"	68	199533564	0.0
	"1968"	"1968"	"Other and unspecified"	"253.9"	82	199533564	0.0
	"1968"	"1968"	"Diseases of thymus gland"	"254"	58	199533564	0.0
	"1968"	"1968"	"Adrenal cortical hyperfunction"	"255.0"	20	199533564	0.0
	"1968"	"1968"	"Adrenal cortical hypofunction"	"255.1"	171	199533564	0.1
	"1968"	"1968"	"Pheochromocytoma"	"255.2"	47	199533564	0.0
	"1968"	"1968"	"Other and unspecified"	"255.9"	241	199533564	0.1
	"1968"	"1968"	"Hyperfunction"	"256.0"	8	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other and unspecified"	"256.9"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Cushing's syndrome"	"258.0"	47	199533564	0.0
	"1968"	"1968"	"Polyglandular dysfunction"	"258.1"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other and unspecified diseases of endocrine system"	"258.9"	192	199533564	0.1
	"1968"	"1968"	"Thiamine deficiency"	"261"	16	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Niacin deficiency"	"262"	15	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other"	"263.8"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Unspecified"	"263.9"	16	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Rickets active"	"265.0"	5	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Osteomalacia"	"265.2"	7	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Unspecified"	"266.9"	15	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Protein malnutrition"	"267"	5	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Nutritional marasmus"	"268"	449	199533564	0.2
	"1968"	"1968"	"Sprue and steatorrhea"	"269.0"	21	199533564	0.0
	"1968"	"1968"	"Malabsorption syndrome, unspecified"	"269.1"	95	199533564	0.0
	"1968"	"1968"	"Other and unspecified"	"269.9"	1897	199533564	1.0
	"1968"	"1968"	"Phenylketonuria"	"270.0"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Cystinuria"	"270.1"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other disorders of amino-acid transport"	"270.2"	6	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Cystinosis"	"270.3"	6	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Maple syrup disease"	"270.4"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other"	"270.8"	9	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Von Gierke's disease"	"271.0"	5	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other and unspecified glycogen storage disease"	"271.1"	18	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Galactosemia"	"271.2"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other"	"271.8"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Xanhomatosis"	"272.0"	39	199533564	0.0
	"1968"	"1968"	"Lipid storage disorders"	"272.2"	39	199533564	0.0
	"1968"	"1968"	"Other and unspecified"	"272.9"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Cystic fibrosis"	"273.0"	597	199533564	0.3
	"1968"	"1968"	"Disorders of porphyrin metabolism"	"273.1"	23	199533564	0.0
	"1968"	"1968"	"Hemochromatosis"	"273.2"	99	199533564	0.0
	"1968"	"1968"	"Hepatolenticular degeneration"	"273.3"	23	199533564	0.0
	"1968"	"1968"	"Other disorders involving metabolism of minerals"	"273.4"	7	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Disorders of steroid metabolism"	"273.6"	8	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other"	"273.8"	84	199533564	0.0
	"1968"	"1968"	"Unspecified"	"273.9"	8	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Gout"	"274"	300	199533564	0.2
	"1968"	"1968"	"Agammaglobulinemia"	"275.0"	28	199533564	0.0
	"1968"	"1968"	"Hypogammaglobulinemia"	"275.1"	18	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Cryoglobulinemia"	"275.4"	4	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Macroglobulinemia"	"275.5"	61	199533564	0.0
	"1968"	"1968"	"Other and unspecified"	"275.9"	80	199533564	0.0
	"1968"	"1968"	"Amyloidosis"	"276"	222	199533564	0.1
	"1968"	"1968"	"Obesity not specified as of endocrine origin"	"277"	1255	199533564	0.6
	"1968"	"1968"	"Other and unspecified"	"278.9"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other and unspecified metabolic diseases"	"279"	426	199533564	0.2
	"1968"	"1968"	"Iron deficiency anemias"	"280"	135	199533564	0.1
	"1968"	"1968"	"Pernicious anemia"	"281.0"	374	199533564	0.2
	"1968"	"1968"	"Other vitamin B12 deficiency anemias"	"281.1"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Folic acid deficiency anemia"	"281.2"	29	199533564	0.0
	"1968"	"1968"	"Vitamin B6 deficiency anemia"	"281.3"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other and unspecified deficiency anemia"	"281.9"	81	199533564	0.0
	"1968"	"1968"	"Familial acholuric jaundice"	"282.0"	6	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Hereditary elliptocytosis"	"282.1"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Anemias due to glucose-6-phosphate dehydrogenase deficiency"	"282.2"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Mediterranean anemia"	"282.4"	27	199533564	0.0
	"1968"	"1968"	"Hemoglobinopathies"	"282.5"	365	199533564	0.2
	"1968"	"1968"	"Other"	"282.9"	179	199533564	0.1
	"1968"	"1968"	"Acute"	"283.0"	42	199533564	0.0
	"1968"	"1968"	"Other"	"283.9"	88	199533564	0.0
	"1968"	"1968"	"Aplastic anemia"	"284"	1175	199533564	0.6
	"1968"	"1968"	"Hypochromic anemia with iron loading"	"285.0"	18	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other specified anemia"	"285.8"	8	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Anemia, unspecified"	"285.9"	961	199533564	0.5
	"1968"	"1968"	"Hemophilia"	"286.0"	56	199533564	0.0
	"1968"	"1968"	"Christmas disease"	"286.1"	11	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Plasma thromboplastin antecedent deficiency"	"286.2"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Vascular hemophilia"	"286.3"	5	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Hemorrhagic fibrinolysis"	"286.4"	4	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Circulating anticoagulants"	"286.5"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other"	"286.9"	179	199533564	0.1
	"1968"	"1968"	"Allergic purpura"	"287.0"	56	199533564	0.0
	"1968"	"1968"	"Thrombocytopenia"	"287.1"	446	199533564	0.2
	"1968"	"1968"	"Hemorrhagic thrombocythemia"	"287.2"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Thrombocytopathy"	"287.3"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other and unspecified"	"287.9"	106	199533564	0.1
	"1968"	"1968"	"Agranulocytosis"	"288"	263	199533564	0.1
	"1968"	"1968"	"Polycythemia, secondary"	"289.0"	32	199533564	0.0
	"1968"	"1968"	"Chronic lymphadenitis"	"289.1"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Nonspecific mesenteric lymphadenitis"	"289.2"	15	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Lymphadenitis, unspecified, except mesenteric"	"289.3"	8	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Hypersplenism"	"289.4"	54	199533564	0.0
	"1968"	"1968"	"Other disease of spleen"	"289.5"	97	199533564	0.0
	"1968"	"1968"	"Other and unspecified"	"289.9"	174	199533564	0.1
	"1968"	"1968"	"Senile dementia"	"290.0"	345	199533564	0.2
	"1968"	"1968"	"Presenile dementia"	"290.1"	197	199533564	0.1
	"1968"	"1968"	"Delirium tremens"	"291.0"	600	199533564	0.3
	"1968"	"1968"	"Korsakov's psychosis (alcoholic)"	"291.1"	18	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other alcoholic hallucinosis"	"291.2"	4	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other and unspecified"	"291.9"	15	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Simple type"	"295.0"	4	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Hebephrenic type"	"295.1"	10	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Catatonic type"	"295.2"	36	199533564	0.0
	"1968"	"1968"	"Paranoid type"	"295.3"	16	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Acute schizophrenia episode"	"295.4"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Schizo-affective type"	"295.7"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other"	"295.8"	35	199533564	0.0
	"1968"	"1968"	"Unspecified type"	"295.9"	59	199533564	0.0
	"1968"	"1968"	"Involutional melancholia"	"296.0"	10	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Manic-depression psychosis, manic type"	"296.1"	7	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Manic depressive psychosis, depressed type"	"296.2"	22	199533564	0.0
	"1968"	"1968"	"Unspecified"	"296.9"	6	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Paranoia"	"297.0"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other"	"297.9"	5	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Reactive depressive psychosis"	"298.0"	4	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Reactive confusion"	"298.2"	9	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Unspecified psychosis"	"299"	76	199533564	0.0
	"1968"	"1968"	"Anxiety neurosis"	"300.0"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Hysterical neurosis"	"300.1"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Depressive neurosis"	"300.4"	12	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Unspecified neurosis"	"300.9"	5	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Asthenic"	"301.6"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Unspecified"	"302.9"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Episodic excessive drinking"	"303.0"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Habitual excessive drinking"	"303.1"	4	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Alcoholic addiction"	"303.2"	2058	199533564	1.0
	"1968"	"1968"	"Other and unspecified alcoholism"	"303.9"	1841	199533564	0.9
	"1968"	"1968"	"Opium, opium alkaloids, and their derivatives"	"304.0"	23	199533564	0.0
	"1968"	"1968"	"Barbiturates"	"304.2"	5	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other hypnotics and sedatives or tranquillisers"	"304.3"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other psycho-stimulants"	"304.6"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other"	"304.8"	7	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Unspecified"	"304.9"	181	199533564	0.1
	"1968"	"1968"	"Cardiovascular"	"305.3"	14	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Gastrointestinal"	"305.5"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Specific disorders of sleep"	"306.4"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Feeding disturbance"	"306.5"	92	199533564	0.0
	"1968"	"1968"	"Cephalalgia"	"306.8"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other"	"306.9"	9	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Transient situational disturbances"	"307"	6	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other or unspecified physical condition"	"309.9"	648	199533564	0.3
	"1968"	"1968"	"Other and unspecified"	"311.9"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other and unspecified"	"312.9"	2	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other and unspecified"	"313.9"	52	199533564	0.0
	"1968"	"1968"	"Other and unspecified"	"314.9"	21	199533564	0.0
	"1968"	"1968"	"Other and unspecified"	"315.9"	149	199533564	0.1
	"1968"	"1968"	"H. influenzae"	"320.0"	251	199533564	0.1
	"1968"	"1968"	"Pneumococcus"	"320.1"	396	199533564	0.2
	"1968"	"1968"	"Due to other specified organism"	"320.8"	144	199533564	0.1
	"1968"	"1968"	"With no organism specified as cause"	"320.9"	916	199533564	0.5
	"1968"	"1968"	"Phlebitis and thrombophlebitis of intracranial venous sinuses"	"321"	70	199533564	0.0
	"1968"	"1968"	"Intracranial and intraspinal abscess"	"322"	321	199533564	0.2
	"1968"	"1968"	"Encephalitis, myelitis, and encephalomyelitis"	"323"	347	199533564	0.2
	"1968"	"1968"	"Late effects of intracranial abscess or pyogenic infection"	"324"	98	199533564	0.0
	"1968"	"1968"	"Neuropathic muscular atrophy"	"330.0"	9	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Familial progressive spinal muscular atrophy"	"330.1"	69	199533564	0.0
	"1968"	"1968"	"Amyotonia congenita"	"330.2"	64	199533564	0.0
	"1968"	"1968"	"Progressive muscular dystrophy"	"330.3"	130	199533564	0.1
	"1968"	"1968"	"Myotonia atrophica"	"330.4"	400	199533564	0.2
	"1968"	"1968"	"Other"	"330.9"	8	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Hereditary chorea"	"331.0"	198	199533564	0.1
	"1968"	"1968"	"Dystonia musculorum deformans"	"331.1"	6	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Progressive familial myoclonic epilepsy"	"331.2"	1	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Other"	"331.9"	3	199533564	0.0 (Unreliable)
	"1968"	"1968"	"Hereditary spinal ataxia"	"332.0"	32	199533564	0.0
